"Kod";"Nazwa";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2010..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2011..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2012..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2013..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2014..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2015..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2016..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2017..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2018..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2019..z³."
804052;"Nowa Sól (2)";314769,75;0;0;79863;2653862;0;0;0;0;0
804063;"Nowe Miasteczko (3)";245900;1030323,93;3e+05;0;0;52588,51;7500;85000;48889;19945
804072;"Otyñ (2)";0;0;238061,81;0;0;0;0;0;;
804073;"Otyñ (3)";;;;;;;;;0;0
804082;"Siedlisko (2)";0;0;273282;0;0;0;0;0;0;0
805013;"Cybinka (3)";0;0;0;0;0;0;0;0;0;0
805022;"Górzyca (2)";299336,36;0;0;0;85510;120000;0;0;109520;62035,3
805033;"Oœno Lubuskie (3)";0;0;293000;0;0;27000;50000;14990,17;0;20000
805043;"Rzepin (3)";0;0;0;0;0;0;0;0;0;0
805053;"S³ubice (3)";1002108,72;0;0;0;0;0;0;0;0;1041259,32
806013;"Dobiegniew (3)";324613,5;1961823,87;878076,8;870409,36;7275,5;682603,13;0;0;0;0
806023;"Drezdenko (3)";0;0;0;0;0;0;0;0;0;0
806032;"Stare Kurowo (2)";0;0;0;0;0;0;0;0;0;5000
806043;"Strzelce Krajeñskie (3)";417276,22;309743;857815,11;458933,58;1085529,42;685525,26;0;55679,25;0;0
806052;"Zwierzyn (2)";0;3778512,36;518252,75;681324,5;0;15740,14;0;593902,38;930270,54;559983
807012;"Krzeszyce (2)";53814,7;254255,28;2328517,53;0;0;0;0;0;0;0
807023;"Lubniewice (3)";0;0;0;0;0;0;0;0;24473,29;0
807032;"S³oñsk (2)";0;0;210000;51817;0;0;0;0;0;0
807043;"Sulêcin (3)";303562;0;0;0;0;0;0;0;0;0
807053;"Torzym (3)";0;0;0;0;0;0;0;0;0;0
808012;"Lubrza (2)";8941647,07;10835038,19;4061389,27;0;0;293942,43;0;0;0;0
808022;"£agów (2)";0;0;0;0;0;0;0;0;0;0
808032;"Sk¹pe (2)";0;0;0;0;0;0;0;0;0;0
808042;"Szczaniec (2)";0;0;0;0;0;88738,71;0;0;215723,57;56401,32
808053;"Œwiebodzin (3)";0;5e+05;438974,8;710549,67;150003;1915595,61;1257;0;0;167715,27
808063;"Zb¹szynek (3)";0;0;24496,62;0;1170952,29;0;0;326000;0;0
809013;"Babimost (3)";0;0;0;0;0;0;0;0;0;0
809022;"Bojad³a (2)";0;292126;1096556;753246;1179332,86;2496158;299389,27;0;0;513803
809033;"Czerwieñsk (3)";155632;1530519;331009;558617,03;989598,83;634858,86;0;245029;581735,27;206438,01
809043;"Kargowa (3)";0;3e+05;3e+05;0;0;0;0;0;0;0
809053;"Nowogród Bobrzañski (3)";0;0;0;0;0;0;75915,28;37437,68;65897,08;150870,32
809063;"Sulechów (3)";0;0;0;0;0;0;0;419257;1446093,78;0
809072;"Œwidnica (2)";1700;1279;0;177,99;367580,68;0;0;0;0;60000
809082;"Trzebiechów (2)";533102,11;1076304,43;1720627,4;8832,47;237739;1544900;10000;830816;3036950,49;2118797,61
809092;"Zabór (2)";461376;692191;609027,03;960709,7;1576045,4;1280996,86;0;2440491,3;1213577;299923,01
809102;"Zielona Góra (2)";0;0;0;0;0;;;;;
810011;"Gozdnica (1)";0;0;0;0;0;0;0;0;0;0
810021;"¯agañ (1)";0;0;504630,25;2574514,81;1018862,84;1355952,63;782485;55636,71;0;0
810032;"BrzeŸnica (2)";242776,4;295849,17;0;164265;0;415296;0;0;0;0
810043;"I³owa (3)";419525,59;856326;1531191,55;3689507,44;3052844,3;197382;1416,9;0;1394162,37;178470,38
810053;"Ma³omice (3)";0;0;0;0;0;0;0;0;0;193282,45
810062;"Niegos³awice (2)";2330;22259,3;15550,7;0;733105,74;1000;2150;67489,2;1050926,26;1689382,78
810073;"Szprotawa (3)";0;0;0;0;0;0;150000;320000;0;0
810082;"Wymiarki (2)";21389;2511982,37;0;3484421,07;945443,14;706252,05;0;0;69892;100455,49
810092;"¯agañ (2)";0;0;0;0;0;0;0;670145,8;0;207736,66
811011;"£êknica (1)";0;0;401869,82;88962,39;71640,59;322586,01;0;0;0;0
811021;"¯ary (1)";6662286,35;10579453,67;1446545,32;346973,91;2289344,43;730968,54;0;0;0;0
811032;"Brody (2)";0;0;0;0;30000;20500;0;338607,81;0;0
811043;"Jasieñ (3)";65000;0;0;0;0;0;0;0;57775,19;703246,38
811052;"Lipinki £u¿yckie (2)";0;0;0;0;0;0;0;0;0;0
811063;"Lubsko (3)";0;0;479519;0;0;0;0;0;0;0
811072;"Przewóz (2)";203000;150000;459848,16;262907,69;0;0;0;0;0;49800
811082;"Trzebiel (2)";0;0;0;0;89600,72;0;0;0;0;510545,67
811092;"Tuplice (2)";0;0;0;0;0;0;0;0;0;0
811102;"¯ary (2)";489800;0;868711,59;41201,5;377251,42;1519666,2;0;533000;6504,08;0
812013;"S³awa (3)";0;0;0;0;0;0;0;0;888,72;2833,77
812023;"Szlichtyngowa (3)";58430;836797,44;0;313155,04;29889,23;382843,68;0;0;0;0
812033;"Wschowa (3)";0;0;0;0;0;0;100933,02;0;119018,85;0
861011;"Gorzów Wielkopolski (1)";0;0;279400;515004,7;0;0;0;0;40901,99;34901,99
862011;"Zielona Góra (1)";328059,39;2574604,92;80000;0;2319503,94;0;0;0;0;0
1001011;"Be³chatów (1)";0;0;0;0;0;0;0;523497,23;0;0
1001022;"Be³chatów (2)";470449;1371355,42;70481,26;0;35229,38;47647,4;55132;29212,52;4046,51;797004,95
1001032;"Dru¿bice (2)";570919;0;0;0;0;0;0;0;0;0
1001042;"Kleszczów (2)";0;0;0;0;0;0;0;0;0;0
1001052;"Kluki (2)";0;0;0;0;0;0;5000;0;0;0
1001062;"Rusiec (2)";0;15000;0;16295;0;0;0;0;0;0
1001072;"Szczerców (2)";0;243537;1170787;2465076;389086;369988;0;0;0;0
1001083;"Zelów (3)";301215;3150;1700;180;0;0;430100;304000;203600;408661
1002011;"Kutno (1)";80000;1146008,13;0;0;0;0;0;0;0;0
1002022;"Bedlno (2)";0;409289;211500;118917,41;22353,88;0;0;0;1829927,03;0
1002032;"D¹browice (2)";261730,16;0;646206,73;82036,18;378201,27;0;0;0;0;0
1002043;"Kroœniewice (3)";374260,78;578562,96;1533012,37;1299441,31;1832542,98;522536,23;269825,36;2364,63;0;0
1002052;"Krzy¿anów (2)";201031,16;2100;187592,7;246302,86;56573,52;8284,06;103400,66;34483,2;44257,49;299,2
1002062;"Kutno (2)";423091,4;240434,57;102702,6;369844,38;318275,71;4169,33;87925,37;129819,88;144121,63;0
1002072;"£aniêta (2)";36301;940342;776181;798050,06;0;0;0;0;0;0
1002082;"Nowe Ostrowy (2)";95909;412684,18;3063211,66;46881,12;4825;2025211,7;262099,8;100;209862,98;1436513,19
1002092;"Oporów (2)";0;38525;145000;80160;96400;0;22950;0;216387,78;824304,78
1002102;"Strzelce (2)";46790;274129;72197,96;9750;37500;121873,91;8956;38700;22704;1250
1002113;"¯ychlin (3)";0;122312;361665;0;0;0;0;0;0;0
1003012;"Buczek (2)";0;1002181;1869040,19;1354423,11;390030;182060,7;123000;0;0;0
1003023;"£ask (3)";168462;346138,39;250484,95;778116,22;332212;623685;20000;21685;4000;776484,11
1003032;"Sêdziejowice (2)";491270;921639;125681;182216,11;786311;0;0;0;0;0
1003042;"Widawa (2)";0;496156;1137984;467267;153436;0;0;0;0;0
1003052;"Wodzierady (2)";0;0;0;0;0;0;0;0;0;15500
1004011;"£êczyca (1)";0;0;0;0;0;0;0;0;0;0
1004022;"Daszyna (2)";698374,57;185000;631700,19;830506,67;1710398,36;395786,05;147780,56;1331831,43;13726681,91;5809921,41
1004032;"Góra Œwiêtej Ma³gorzaty (2)";0;17396,6;102000;0;200000,46;0;0;0;178862,2;0
1004042;"Grabów (2)";90489;1612004;1935593;968765;477449;118340;0;0;0;0
1004052;"£êczyca (2)";551884;0;304566;5e+05;1258737,3;206174;0;0;0;0
1004062;"Pi¹tek (2)";32100;420017;0;4000;0;0;0;0;0;0
1004072;"Œwinice Warckie (2)";0;108000;195330,79;0;192308,5;0;0;0;211382,08;0
1004082;"Witonia (2)";0;0;116501;1500;0;0;0;0;0;0
1005011;"£owicz (1)";0;0;0;0;0;310618,98;0;0;0;0
1005022;"Bielawy (2)";1400;500910;502700;0;706921,32;135622;0;0;873628,52;0
1005032;"Ch¹œno (2)";0;0;65190;1010;0;0;0;0;0;59940
1005042;"Domaniewice (2)";0;0;5e+05;0;0;0;0;0;0;0
1005052;"Kiernozia (2)";0;2181626,03;95000;221998;2403399;75691,05;0;0;0;0
1005062;"Kocierzew Po³udniowy (2)";0;0;0;0;0;0;0;0;0;0
1005072;"£owicz (2)";0;0;2018019;811438,71;390892,66;1542302,85;0;0;0;219780,11
1005082;"£yszkowice (2)";144935,4;118000;75000;1814139;85260;867274,49;140710;0;0;0
1005092;"Nieborów (2)";0;0;1e+06;530534,74;944926,4;168864;0;0;32558;57466
1005102;"Zduny (2)";69146;302332;0;116825;2253143,49;2212628,36;0;0;1259575;0
1006022;"Andrespol (2)";0;0;0;0;0;0;7931,05;3238,69;0;0
1006032;"Brójce (2)";0;0;0;0;0;0;1e+05;0;0;0
1006073;"Koluszki (3)";0;1155834,74;2000;103600;0;40328,47;296120,16;381004,34;442278,14;450064,67
1006082;"Nowosolna (2)";843289,06;0;70,85;67256;171208;0;0;250000;0;0
1006103;"Rzgów (3)";0;0;419375,7;557141,01;51421,33;186430,89;0;0;0;0
1006113;"Tuszyn (3)";2000;0;391791,72;22173,79;495105;85059,2;0;0;448698,9;1503080
1007012;"Bia³aczów (2)";0;0;0;10300;7900;103035,1;31414;0;0;0
1007023;"Drzewica (3)";419747,47;0;0;0;0;0;0;939,17;393369,31;0
1007032;"Mniszków (2)";3777577,88;3425644,94;2640750,07;380470,48;1060986,34;4103084,08;0;418108,12;1210817,62;35000
1007043;"Opoczno (3)";374542,86;362964;45800;118388;15900;116984,26;0;224248,29;536998,77;0
1007052;"Parady¿ (2)";0;289347;268426,07;1655707,13;1057573,01;754125,89;-29,92;0;0;155581,32
1007062;"Poœwiêtne (2)";0;0;0;0;0;40727,32;0;0;82055,13;0
1007072;"S³awno (2)";0;0;0;0;0;0;0;0;0;0
1007082;"¯arnów (2)";3118767,82;0;0;0;0;0;96900;10530,23;0;0
1008011;"Konstantynów £ódzki (1)";372146,83;0;0;0;0;0;0;0;0;0
1008021;"Pabianice (1)";0;0;54250;20005;2317434,02;914563,47;1392269,83;112700;67000;247574,95
1008032;"D³utów (2)";0;0;0;0;0;41414,4;0;0;0;0
1008042;"Dobroñ (2)";949639,8;0;0;297154,88;0;0;0;0;0;0
1008052;"Ksawerów (2)";465005,4;361308;165692;186530,92;2215196,77;1879660,4;346694,72;1463792,85;715741,91;2708741,46
1008062;"Lutomiersk (2)";0;0;0;4000;80900;0;0;9225;0;0
1008072;"Pabianice (2)";0;0;234365;145104;0;0;10233,76;0;0;0
1009013;"Dzia³oszyn (3)";0;0;0;0;0;0;0;17849,54;1065000;1500
1009022;"Kie³czyg³ów (2)";137345;0;0;0;0;0;0;0;0;0
1009032;"Nowa BrzeŸnica (2)";0;643220,78;0;0;0;0;0;0;0;0
1009043;"Pajêczno (3)";352582,1;7888,64;88,76;100021,7;423,73;576,27;0;0;0;0
1009052;"Rz¹œnia (2)";0;446500;61000;0;0;0;0;0;321245,09;0
1009062;"Siemkowice (2)";0;0;0;0;0;0;0;0;0;151752,26
1009072;"Strzelce Wielkie (2)";5034328,02;212989,64;0;485129,86;17142,28;3059265,56;0;0;0;0
1009082;"Sulmierzyce (2)";0;0;0;2504300;1177800;2261306,57;0;99686,37;27493,72;594779,04
1010012;"Aleksandrów (2)";749457,33;0;1236219;2434787,16;184105,41;583552,44;0;5000;0;0
1010022;"Czarnocin (2)";0;0;0;0;0;0;0;0;0;0
1010032;"Gorzkowice (2)";0;124768;0;0;0;0;0;21000;2007224,37;398697,98
1010042;"Grabica (2)";297000;41330;31480;11886;8325;58345;133490;14780;0;0
1010052;"£êki Szlacheckie (2)";0;34000;1180828;224413;0;289099;0;0;663810,33;0
1010062;"Moszczenica (2)";0;0;19363;153450;0;529023,31;0;7000;137935,82;235084,9
1010072;"Rêczno (2)";246604,74;54000;27000;29950;151170;202910;71800;28610;9920;188657,01
1010082;"Rozprza (2)";2000;558536;2046076;281644,89;127000;844895,9;0;700647;795840;0
1010093;"Sulejów (3)";0;221551,72;441906;192030;183511,48;47230;0;38900;0;0
1010102;"Wola Krzysztoporska (2)";2066339,56;0;0;0;1352378;2278427,27;0;0;0;0
1010112;"Wolbórz (2)";195071;;;;;;;;;
1010113;"Wolbórz (3)";;0;25526,55;107927;0;883288,7;0;0;0;0
1011012;"Dalików (2)";1431991,78;475308,54;443635,63;1123589,85;354078,38;2052293,56;40736,02;0;270255,82;97952,91
1011022;"Pêczniew (2)";0;0;92703;229870;389350;257870;192380;212980;148900;0
1011033;"Poddêbice (3)";0;0;0;0;429044,39;0;0;0;0;0
1011043;"Uniejów (3)";103350;5650;153500;13050,49;116961,7;505616,3;1000;565634,25;30600;2e+06
1011052;"Wartkowice (2)";105378;62938,22;5007;517421,96;509720,51;21612;1245206;1012757,07;15138,2;5475,6
1011062;"Zadzim (2)";337964;0;414800;0;0;109761,25;0;0;0;0
1012011;"Radomsko (1)";4500;0;16260;0;0;0;0;0;1169701,43;0
1012022;"Dobryszyce (2)";91557;1464150;152813;1500696,04;325131,22;1056747,31;0;0;0;0
1012032;"Gidle (2)";432302;886474;1018188;1008248,33;865355,74;1802381,43;21566;4269,44;599297,35;1515062,82
1012042;"Gomunice (2)";0;259120;468719;196782,88;125628,28;194421,22;0;0;267729,81;30410,64
1012053;"Kamieñsk (3)";0;17380,31;21000;21920;11690;30220;29310;13800;17380;0
1012062;"Kobiele Wielkie (2)";14000;0;340367;5e+05;0;0;0;0;290920;0
1012072;"Kodr¹b (2)";0;0;1125584,03;1178,7;281764,85;26040;0;0;0;0
1012082;"Lgota Wielka (2)";0;786824;1725590,17;186972,45;1967591,54;822436,12;0;243285,37;0;0
1012092;"£adzice (2)";0;0;0;0;0;0;25000;0;0;0
1012102;"Mas³owice (2)";0;0;0;788245,5;184726,53;1813591,6;5600;0;0;19814,79
1012113;"Przedbórz (3)";0;887053;3131881,17;1766669,16;98947,51;2102828,8;64619,81;156,13;0;0
1012122;"Radomsko (2)";0;0;0;0;0;0;0;0;0;0
1012132;"Wielgom³yny (2)";0;5e+05;1413850;2271336;5e+05;243744,26;0;0;256326,6;120640,82
1012142;"¯ytno (2)";0;1465438;0;0;171493,58;0;0;0;10800;0
1013011;"Rawa Mazowiecka (1)";217000;893050,9;900272,62;0;0;0;0;113015,86;0;0
1013023;"Bia³a Rawska (3)";0;0;0;0;0;0;150000;30374;99330,64;18718,74
1013032;"Ciel¹dz (2)";144110,15;11500;251950;11800;0;0;0;0;0;0
1013042;"Rawa Mazowiecka (2)";0;0;879488,34;996680;1005807,58;384488,63;0;213948,67;0;0
1013052;"Regnów (2)";175800;1200;171100;0;0;0;0;0;0;0
1013062;"Sadkowice (2)";0;0;0;0;19508,41;0;0;0;0;44955
1014011;"Sieradz (1)";0;0;0;0;0;0;0;1100000;1081587,81;0
1014023;"B³aszki (3)";0;0;427781,37;440000;18000;0;0;0;0;0
1014032;"Br¹szewice (2)";0;0;0;556806;364913;28500;0;0;0;0
1014042;"BrzeŸnio (2)";0;395082;0;739220,94;668745,93;47723;0;0;0;0
1014052;"Burzenin (2)";448929,95;45328;258000;20000;0;20000;0;95000;0;0
1014062;"Goszczanów (2)";0;1233281,76;788832;450281;1408652,13;248957,85;4000;0;1000;0
1014072;"Klonowa (2)";0;0;0;0;0;0;0;0;0;114811,99
1014082;"Sieradz (2)";0;0;0;0;0;0;0;0;149100;0
1014093;"Warta (3)";0;0;8000;0;0;0;0;51200;0;0
1014102;"Wróblew (2)";0;933056;0;0;0;0;0;0;0;0
1014113;"Z³oczew (3)";0;9557;0;0;0;0;0;0;0;0
1015012;"Bolimów (2)";0;1285064,47;1111161,28;0;239603,84;1523655,53;0;0;0;0
1015022;"G³uchów (2)";235906;1154480,25;588341;756828,54;0;385350,38;227380;0;526262,03;65602,06
1015032;"Godzianów (2)";416217,44;0;931211,13;153000;39220,63;24990;0;554890,47;159251,75;0
1015042;"Kowiesy (2)";4900;0;24980,41;50000;96541,7;149228;748239,37;0;0;0
1015052;"Lipce Reymontowskie (2)";55009;1321837,47;297902,68;105692;266813,61;299829,71;0;0;3445535,38;1043900,68
1015062;"Maków (2)";512962,5;3634031,52;4140802,03;510751,61;708624,67;1848693,77;0;49000;981550;417083,26
1015072;"Nowy Kawêczyn (2)";0;0;0;0;0;0;0;0;0;0
1015082;"Skierniewice (2)";429232,62;195005;868041,05;216247,03;0;900072,06;57400;13200;464391;792846
1015092;"S³upia (2)";0;0;0;62466;57569,68;0;10900;49000;468460,19;0
1016011;"Tomaszów Mazowiecki (1)";0;0;0;0;0;0;20757,09;0;125508,49;90000
1016022;"Bêdków (2)";0;17512,6;84433,2;8866,4;18595,2;32553,6;20617,6;27532;3088,4;0
1016032;"Budziszewice (2)";1094957,12;815283;1883763,07;1877986;299999;675044;0;0;0;0
1016042;"Czerniewice (2)";0;46800;0;0;0;0;0;0;0;0
1016052;"Inow³ódz (2)";0;2292627,61;1553043,08;108427;50466,9;0;0;0;210291,69;308004,78
1016062;"Lubochnia (2)";1403571,19;2678717,06;0;0;99596;2000;377238,23;5000;342047,55;748861,32
1016072;"Rokiciny (2)";0;0;5000;0;0;0;0;0;0;0
1016082;"Rzeczyca (2)";550628,7;362251,6;1391828;1821955,52;588669,5;3042082,39;0;0;0;0
1016092;"Tomaszów Mazowiecki (2)";153416;2e+05;497364,43;1194522,75;251714,79;869212,63;1030558,91;0;0;21500
1016102;"Ujazd (2)";1459130,15;514353,63;1424778;177276;0;8000;10000;39160,64;407934,16;20598,32
1016112;"¯elechlinek (2)";0;0;0;0;0;0;45040,98;-555,56;391611,68;5037,4
1017012;"Bia³a (2)";43238;0;250508,1;143902,44;0;0;0;33300;0;0
1017022;"Czarno¿y³y (2)";402000;124300;108700;57242;0;0;10000;0;204260,31;392166,16
1017032;"Konopnica (2)";0;0;80055;50901,2;133392,8;27785;3175;0;0;0
1017042;"Mokrsko (2)";0;0;206201,41;43634,19;94281,43;15000;8000;5000;2000;0
1017052;"Osjaków (2)";0;5000;0;0;256300;11950;4250;34146,34;396910,59;8500
1017062;"Ostrówek (2)";0;55845,16;111247,23;114329,46;21178,95;5616,48;2363,96;0;0;0
1017072;"P¹tnów (2)";0;0;800;0;300;14040;0;14634,18;0;0
1017082;"Skomlin (2)";197314;144033,72;99950;0;0;37700;60000;3966;39500;2500
1017093;"Wieluñ (3)";219866,65;0;0;0;384614,84;0;899460,84;0;0;844020,99
1017102;"Wierzchlas (2)";0;11832,6;0;0;0;0;0;0;0;0
1018012;"Boles³awiec (2)";0;0;0;0;0;0;0;0;0;0
1018022;"Czastary (2)";0;2e+06;786178,7;3517;50000;0;0;399567;189072;44370
1018032;"Galewice (2)";262992;929638;1432094;418250;1300399;394590;0;0;0;0
1018042;"Lututów (2)";1561936,05;125800;214237,47;176570;67970;0;0;0;0;0
1018052;"£ubnice (2)";350059,85;481738;8e+05;1500;1754912,78;642346,51;0;0;315326,66;347010
1018062;"Sokolniki (2)";0;0;0;0;0;0;0;0;0;0
1018073;"Wieruszów (3)";0;371900;917075;0;775795,79;374496;30000;5200;0;105610,86
1019011;"Zduñska Wola (1)";0;561954,22;820613,4;0;0;0;0;0;0;0
1019023;"Szadek (3)";352209,64;98000;293856;190020;0;96000;17000;0;0;0
1019032;"Zapolice (2)";0;0;0;0;0;0;0;0;0;0
1019042;"Zduñska Wola (2)";0;0;0;0;0;0;0;0;0;0
1020011;"G³owno (1)";33450;20300;0;0;0;0;0;0;0;0
1020021;"Ozorków (1)";0;0;0;0;0;0;0;0;0;0
1020031;"Zgierz (1)";10000;47378;0;0;0;0;0;0;723222,11;164401,44
1020043;"Aleksandrów £ódzki (3)";4604481,53;4088055,56;6651409,08;22762352,43;23871989,06;1984083,43;5726812,41;151303,26;7334545,73;3732204,04
1020052;"G³owno (2)";0;0;0;0;0;0;0;0;0;0
1020062;"Ozorków (2)";0;0;0;0;0;0;11531;0;0;0
1020072;"Parzêczew (2)";0;275821,35;5035,16;2439,02;6476,77;517,53;1073,17;1625,9;1114,13;650,4
1020083;"Stryków (3)";103500;437950;71003,23;111837,08;60253,09;19221,31;133666,51;71986,32;51010,22;1657
1020092;"Zgierz (2)";0;14456,75;0;0;0;0;0;0;0;0
1021011;"Brzeziny (1)";0;0;0;0;0;586610,77;0;0;32763,82;0
1021022;"Brzeziny (2)";176752,66;-81,86;0;0;457316,71;47759,91;0;200675,2;618650,68;17655,17
1021032;"Dmosin (2)";910311,94;0;0;0;1650;0;0;0;0;0
1021042;"Je¿ów (2)";121000;0;1630958;2368840;1082553;934793;119390;14040;45827,49;0
1021052;"Rogów (2)";472840;22393;1141707,74;0;0;0;0;0;0;425182,26
1061011;"£ódŸ (1)";135068539,1;7369865,54;34352,64;138979,44;473174,47;2580657,66;296441,84;5737934,22;236102,82;106637,69
1062011;"Piotrków Trybunalski (1)";1122744,21;722959,92;670042,61;0;586334,61;0;0;0;0;1062060,85
1063011;"Skierniewice (1)";0;438865,31;0;32096,41;0;0;0;0;0;0
1201011;"Bochnia (1)";0;0;0;0;0;0;0;0;0;0
1201022;"Bochnia (2)";0;0;0;0;0;0;0;0;0;0
1201032;"Drwinia (2)";35000;0;17032,1;0;0;0;0;0;0;0
1201042;"Lipnica Murowana (2)";377925,82;1172661,87;2097117,68;2195450,27;273578;789852,86;0;0;0;95491,37
1201052;"£apanów (2)";715701,32;4025177,16;4927007,53;193775,53;262264,78;1004632;281900;300;0;0
1201063;"Nowy Wiœnicz (3)";203023;88161;4705918,91;262209,9;211314,31;186992,44;0;0;0;0
1201072;"Rzezawa (2)";0;527080;169819;243000;82700;0;0;615000;941215;821125
1201082;"Trzciana (2)";0;2703931,67;6986364,58;106279;150000;189525;0;0;0;0
1201092;"¯egocina (2)";345786,13;1342717,84;278776,38;1400546,34;212454;1774926,51;0;0;546497,38;0
1202012;"Borzêcin (2)";0;4247522,73;67308,61;3041,5;0;1790001;493501;10271,43;1219,51;2275523,42
1202023;"Brzesko (3)";0;0;50444,5;1415480,09;238787,88;518956,27;0;0;60000;123848,12
1202033;"Czchów (3)";0;648041;4251829,79;2088039,78;247148;941645;0;0;548011,75;1424781,98
1202042;"Dêbno (2)";0;321214;0;0;10190;0;0;0;0;6000
1202052;"Gnojnik (2)";0;2495993,17;53981,05;2162609,93;25750,88;1461519,42;4402,7;3558,1;0;308900,4
1202062;"Iwkowa (2)";0;60000;0;133358,25;228649,61;114209,68;23591,75;0;141969,37;305170,85
1202072;"Szczurowa (2)";0;8300062,36;0;0;0;0;0;0;0;0
1203013;"Alwernia (3)";2001008,67;108565;2674177;497713,2;365812,08;347584,73;0;0;93959,1;102574
1203022;"Babice (2)";0;159935;0;0;0;0;0;0;0;110649,22
1203033;"Chrzanów (3)";71872,7;0;0;0;1983279,07;175346;0;0;1071885,13;93766,86
1203043;"Libi¹¿ (3)";45000;0;0;117052,5;5000;0;0;0;0;84975,41
1203053;"Trzebinia (3)";0;204825;1441910;687638,48;0;0;0;889702,23;0;354426,15
1204012;"Boles³aw (2)";0;3743730,22;99786,66;225912,46;44540,25;62661;0;0;0;0
1204023;"D¹browa Tarnowska (3)";0;1009308,97;614388,86;0;0;0;0;0;4000;0
1204032;"Grêboszów (2)";0;325188;0;263495,78;733494,91;523548;0;0;52973,8;0
1204042;"Mêdrzechów (2)";85414;639783,32;0;0;0;0;0;0;0;0
1204052;"Olesno (2)";766740,32;0;0;0;383900;0;0;0;0;0
1204062;"Radgoszcz (2)";0;706486,22;0;0;0;945700;0;0;0;29900
1204073;"Szczucin (3)";418000;755590;520000;192237,68;1141432,28;744180,51;0;0;0;0
1205011;"Gorlice (1)";0;340817;0;3050000;1199668,19;188618;20000;302682,93;325999,74;170000
1205023;"Biecz (3)";0;2148000;2747288,75;298340,52;154444,93;1239418,95;97,29;124743,64;46191,93;0
1205033;"Bobowa (3)";0;8e+05;0;0;0;0;0;0;0;0
1205042;"Gorlice (2)";128463,3;0;0;0;0;0;0;0;7000;156999,93
1205052;"Lipinki (2)";222853;865599;724296;254305,66;875397,49;2933680,93;0;117511;20000;0
1205062;"£u¿na (2)";0;1003277,05;673262,22;0;119511,98;2589680,07;0;295650;3650;0
1205072;"Moszczenica (2)";2293795,62;1480558,52;0;0;0;74074,08;0;0;15087,53;11150
1205082;"Ropa (2)";0;0;110867;0;0;919005;0;0;0;0
1205092;"Sêkowa (2)";0;921299,95;4033412,73;311269,91;1914657,8;1758491,25;412001,23;189331,07;244825;0
1205102;"Uœcie Gorlickie (2)";0;60000;0;0;0;167751,97;481036,3;84932;110165,2;199988,9
1206012;"Czernichów (2)";283908;3811815;117378;18819,21;480971,03;380878,96;0;38699,21;120436,04;74430,51
1206022;"Igo³omia-Wawrzeñczyce (2)";2313500,13;4009596,89;79437;376853;2259770,26;956692,94;279949,81;474074,07;27629,63;213814,6
1206032;"Iwanowice (2)";0;0;0;0;0;0;0;0;121500;0
1206042;"Jerzmanowice-Przeginia (2)";0;3594001;457706;0;171414;490191;0;0;0;0
1206052;"Kocmyrzów-Luborzyca (2)";3775873,37;0;0;0;79394;658973;0;0;0;0
1206063;"Krzeszowice (3)";260000;0;5324,8;22990;73187,39;4545,91;83530;38000;60000;10000
1206072;"Liszki (2)";0;160898;4860013,03;14171486,12;4217605,69;47356,14;3927853,23;9200;0;44501,26
1206082;"Micha³owice (2)";0;0;0;0;0;0;0;0;0;0
1206092;"Mogilany (2)";0;0;970663,75;1007190;730010,06;2038614,91;0;0;0;0
1206103;"Ska³a (3)";0;0;168524,44;259873,25;112178,32;255932,43;50920,26;415733,98;197290,74;74199,06
